NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
24412	1193	130417	GRD_148_ORTO	C_NPC.NAME	C_NPC.NAME	Орто	Orto
24413	1193	130448	NONE_149_POSZUKIWACZ	C_NPC.NAME	C_NPC.NAME	Исследователь	Badacz
24414	1193	130461	NONE_150_FALCUS	C_NPC.NAME	C_NPC.NAME	Фалькус	Falcus
24415	1194	130470	OUT_6179_BAROMIR	C_NPC.NAME	C_NPC.NAME	Баромир	Baromir
24416	1194	130475	OUT_6180_ALBUS	C_NPC.NAME	C_NPC.NAME	Альбус	Albus
24417	1194	130486	OUT_6181_QUENTIN	C_NPC.NAME	C_NPC.NAME	Квентин	Quentin
24418	1194	130493	OUT_6182_RAIK	C_NPC.NAME	C_NPC.NAME	Райк	Raik
24419	1194	130502	OUT_6183_EMELYA	C_NPC.NAME	C_NPC.NAME	Емельян	Emelya
24420	1194	130511	NONE_6184_ACHILLES	C_NPC.NAME	C_NPC.NAME	Ахилл	Achilles
24421	1195	130516	NONE_7005_VIGO	C_NPC.NAME	C_NPC.NAME	Виго	Vigo
24422	1195	130521	NONE_7017_ARTARIA	C_NPC.NAME	C_NPC.NAME	Артария	Artaria
24434	1212	130693	NOV_615_NOVIZE	C_NPC.NAME	C_NPC.NAME	Рэм	Rem
24455	1240	130924	PAL_1870_MELHIOR	C_NPC.NAME	C_NPC.NAME	Мельхиор	Melchior
24485	1347	132144	PAL_6050_KENDRIK	C_NPC.NAME	C_NPC.NAME	Кендрик	Kendrik
24486	1355	132178	PAL_6058_RITTER	C_NPC.NAME	C_NPC.NAME	Инструктор	Instruktor
24487	1362	132213	RTN_EXITWILLAGE_6065	C_NPC.NAME	C_NPC.NAME	Герард	Gerard
24488	1362	132216	RTN_FOLLOWTOCAMP_6065	C_NPC.NAME	C_NPC.NAME	Герард	Gerard
24489	1362	132219	RTN_BDTCAMP_6065	C_NPC.NAME	C_NPC.NAME	Герард	Gerard
24490	1377	132283	PAL_6080_BONVIAN	C_NPC.NAME	C_NPC.NAME	Лорд Бонвиан	Lord Bonvian
24491	1380	132302	PAL_6083_BARDOK	C_NPC.NAME	C_NPC.NAME	Бардок	Bardok
24492	1387	132331	PAL_6090_RITTER	C_NPC.NAME	C_NPC.NAME	Рыцарь-бандит	Rycerz-bandyta
24493	1389	132340	PAL_6092_RITTER	C_NPC.NAME	C_NPC.NAME	Рыцарь-бандит	Rycerz-bandyta
24494	1392	132353	PAL_6095_RITTER	C_NPC.NAME	C_NPC.NAME	Рыцарь-бандит	Rycerz-bandyta
24495	1397	132374	PAL_6100_RITTER	C_NPC.NAME	C_NPC.NAME	Рыцарь-бандит	Rycerz-bandyta
24496	1405	132407	PAL_7000_MARRIC	C_NPC.NAME	C_NPC.NAME	Марик	Marik
24497	1405	132413	PAL_7001_SCHMELZER	C_NPC.NAME	C_NPC.NAME	Плавильщик	Topiciel
24498	1405	132420	PAL_7002_WACHE	C_NPC.NAME	C_NPC.NAME	Стражник	Strażnik
24499	1405	132425	PAL_7004_MARCON	C_NPC.NAME	C_NPC.NAME	Маркон	Markon
24500	1405	132433	PAL_7006_JUSTUS	C_NPC.NAME	C_NPC.NAME	Юстус	Justus
24502	1430	132768	PAL_9117_ANHEIM	C_NPC.NAME	C_NPC.NAME	Анхейм	Anheim
24503	1432	132876	PAL_9119_GALIEN	C_NPC.NAME	C_NPC.NAME	Жальен	Jalien
24504	1435	132895	PAL_9122_FERDINAND	C_NPC.NAME	C_NPC.NAME	Фердинанд	Ferdinand
24505	1436	132902	PAL_9123_SANDRO	C_NPC.NAME	C_NPC.NAME	Сандро	Sandro
24506	1458	133043	PAL_9145_GURTZ	C_NPC.NAME	C_NPC.NAME	Гурц	Gurtz
24508	1469	133111	PAL_9156_REMAN	C_NPC.NAME	C_NPC.NAME	Реман	Reman
24539	1570	134179	PC_AERO	C_NPC.NAME	C_NPC.NAME	Дениел	Daniel
24540	1570	134183	PC_HERO_DF	C_NPC.NAME	C_NPC.NAME	Я	Ja
24553	1582	134358	BAU_40_ONAR	C_NPC.NAME	C_NPC.NAME	Онар	Onar
24554	1582	134368	BAU_41_DOYLE	C_NPC.NAME	C_NPC.NAME	Дейл	Doyle
24555	1582	134378	BAU_42_NATAN	C_NPC.NAME	C_NPC.NAME	Натан	Natan
24556	1582	134386	BAU_45_DERG	C_NPC.NAME	C_NPC.NAME	Дерг	Derg
24557	1582	134391	BAU_46_WASILI	C_NPC.NAME	C_NPC.NAME	Василий	Wasili
24558	1582	134397	BAU_47_MARIA	C_NPC.NAME	C_NPC.NAME	Мария	Maria
24559	1582	134406	BAU_48_BODO	C_NPC.NAME	C_NPC.NAME	Бодо	Bodo
24560	1582	134412	BAU_49_GUNNAR	C_NPC.NAME	C_NPC.NAME	Гуннар	Gunnar
24561	1582	134422	BAU_50_PEPE	C_NPC.NAME	C_NPC.NAME	Пепе	Pepe
24562	1582	134432	BAU_51_THEKLA	C_NPC.NAME	C_NPC.NAME	Текла	Thekla
24563	1582	134443	VLK_52_KHALED	C_NPC.NAME	C_NPC.NAME	Калед	Khaled
24564	1582	134453	VLK_53_MIKE	C_NPC.NAME	C_NPC.NAME	Майк	Mike
24565	1582	134462	MIL_60_PECK	C_NPC.NAME	C_NPC.NAME	Пек	Peck
24566	1582	134469	MM_GM_01	C_NPC.NAME	C_NPC.NAME	Мастер	Mistrz
24640	1675	136536	SLD_830_ALVARES	C_NPC.NAME	C_NPC.NAME	Альварес	Alvares
24641	1676	136547	SLD_831_ENGARDO	C_NPC.NAME	C_NPC.NAME	Энгардо	Engardo
24642	1676	136558	SLD_832_FLT_AMUS	C_NPC.NAME	C_NPC.NAME	Амус	Amus
24645	1679	136577	SLD_6173_AARON	C_NPC.NAME	C_NPC.NAME	Аарон	Aaron
24646	1679	136584	SLD_6174_DALE	C_NPC.NAME	C_NPC.NAME	Дейл	Dale
24647	1679	136595	SLD_6175_EVERALDO	C_NPC.NAME	C_NPC.NAME	Эверальдо	Everaldo
24648	1679	136600	SLD_6176_GASTON	C_NPC.NAME	C_NPC.NAME	Гастон	Gaston
24649	1679	136607	SLD_6177_KOSTILIO	C_NPC.NAME	C_NPC.NAME	Костилио	Kostilio
24650	1679	136612	SLD_6178_LANDO	C_NPC.NAME	C_NPC.NAME	Ландо	Lando
24667	1740	137007	STRF_7007_LUKAS	C_NPC.NAME	C_NPC.NAME	Лукас	Lukas
24668	1740	137012	STRF_7008_MATTHAUS	C_NPC.NAME	C_NPC.NAME	Маттеус	Matthaus
24669	1740	137016	STRF_7009_JOHANNES	C_NPC.NAME	C_NPC.NAME	Йоханнес	Johannes
24670	1740	137020	STRF_7010_JONA	C_NPC.NAME	C_NPC.NAME	Йона	Jona
24671	1740	137024	STRF_7011_THOMAS	C_NPC.NAME	C_NPC.NAME	Томас	Thomas
24672	1740	137028	STRF_7012_GABRIEL	C_NPC.NAME	C_NPC.NAME	Габриэль	Gabriel
24673	1740	137032	STRF_7013_NORA	C_NPC.NAME	C_NPC.NAME	Нора	Nora
24902	2060	141094	MIL_6149_DRAGAN	C_NPC.NAME	C_NPC.NAME	Драган	Dragan
24980	2153	142175	GOBBO_WARRIOR_BOSS	C_NPC.NAME	C_NPC.NAME	Вождь гоблинов	Wódz goblinów
25001	2155	142223	ZUFALLS_KEILER	C_NPC.NAME	C_NPC.NAME	Чавкающий секач	Warczący dzik
25072	2167	142424	ZUFALLS_BLUTFLIEGE	C_NPC.NAME	C_NPC.NAME	Лесной шершень	Krwiopijca leśny
25073	2167	142425	ZUFALLS_BLUTFLIEGE2	C_NPC.NAME	C_NPC.NAME	Лесной шершень	Krwiopijca leśny
25074	2167	142426	ZUFALLS_BLUTFLIEGE3	C_NPC.NAME	C_NPC.NAME	Лесной шершень	Krwiopijca leśny
25127	2171	142542	MST_DEFAULT_DRACONIANIRDORATH	C_NPC.NAME	C_NPC.NAME	Человек-ящер	Jaszczuroczłek
25128	2171	142543	MST_DEFAULT_DRACONIANSHAMAN	C_NPC.NAME	C_NPC.NAME	Шаман ящеров	Szaman jaszczurów
25129	2171	142544	DRACONIANSHAMAN_IRD	C_NPC.NAME	C_NPC.NAME	Шаман ящров Гросшх	Szaman jaszczurów Grosch
25130	2171	142545	MST_DEFAULT_UNDEADDRACONIAN	C_NPC.NAME	C_NPC.NAME	Неупокоенный человек-ящер	Niespokojny jaszczuroczłek
25131	2171	142549	MST_DEFAULT_SCHRAT	C_NPC.NAME	C_NPC.NAME	Леший	Schrat
25185	2182	142671	YGIANT_BUG_ARVID1	C_NPC.NAME	C_NPC.NAME	Молодой полевой хищник	Młoda polna bestia
25186	2182	142672	YGIANT_BUG_ARVID2	C_NPC.NAME	C_NPC.NAME	Молодой полевой хищник	Młoda polna bestia
25204	2184	142704	MST_DEFAULT_GOBBO_HOOD	C_NPC.NAME	C_NPC.NAME	Гоблин в колпаке	Goblin w czapce
25205	2184	142708	MST_DEFAULT_RATMAN	C_NPC.NAME	C_NPC.NAME	Крысолюд	Szczuroczłek
25206	2184	142712	RATMAN_OLD	C_NPC.NAME	C_NPC.NAME	Старый крысолюд	Stary szczuroczłek
25207	2184	142713	RATMAN_MIS_1	C_NPC.NAME	C_NPC.NAME	Крысолюд Ральфа	Szczuroczłek Ralfa
25208	2184	142714	RATMAN_MIS_2	C_NPC.NAME	C_NPC.NAME	Крысолюд Ральфа	Szczuroczłek Ralfa
25209	2184	142715	RATMAN_MIS_3	C_NPC.NAME	C_NPC.NAME	Крысолюд Ральфа	Szczuroczłek Ralfa
25210	2184	142716	RATMAN_MIS_4	C_NPC.NAME	C_NPC.NAME	Крысолюд Ральфа	Szczuroczłek Ralfa
25211	2184	142717	RATMAN_MIS_5	C_NPC.NAME	C_NPC.NAME	Крысолюд Ральфа	Szczuroczłek Ralfa
25221	2187	142736	GOBBO_WARRIOR_BOSS_HARD	C_NPC.NAME	C_NPC.NAME	Вождь гоблинов	Wódz goblinów
25230	2188	142763	HARPIE_DEMON	C_NPC.NAME	C_NPC.NAME	Драконья гарпия	Smocza harpia
25231	2188	142764	HARPIE_DEMON_HARD	C_NPC.NAME	C_NPC.NAME	Драконья гарпия	Smocza harpia
25232	2188	142765	HARPIE_BOSS	C_NPC.NAME	C_NPC.NAME	Королева гарпий	Królowa harpii
25233	2188	142766	HARPIE_BOSS_HARD	C_NPC.NAME	C_NPC.NAME	Королева гарпий	Królowa harpii
25234	2188	142767	MST_DEFAULT_AMSEL	C_NPC.NAME	C_NPC.NAME	Черный дрозд	Czarny drozd
25255	2190	142825	LURKER_ICE_GOMER	C_NPC.NAME	C_NPC.NAME	Снежный луркер	Śnieżny topielec
25259	2190	142844	LURKER_BOSS	C_NPC.NAME	C_NPC.NAME	Шныг-вожак	Przywódca topielców
25260	2190	142845	MST_DEFAULT_LURKER_HARD	C_NPC.NAME	C_NPC.NAME	Луркер	Topielec
25261	2190	142846	LURKER_BOSS_HARD	C_NPC.NAME	C_NPC.NAME	Шныг-вожак	Przywódca topielców
25262	2190	142847	ZUFALLS_LURKER5	C_NPC.NAME	C_NPC.NAME	Матерый луркер	Dojrzały topielec
25263	2190	142848	ZUFALLS_LURKER6	C_NPC.NAME	C_NPC.NAME	Матерый луркер	Dojrzały topielec
25264	2190	142849	ZUFALLS_LURKER7	C_NPC.NAME	C_NPC.NAME	Матерый луркер	Dojrzały topielec
25265	2190	142850	MST_DEFAULT_BULMOGG	C_NPC.NAME	C_NPC.NAME	Булмог	Bulmog
25273	2192	142874	YOUNG_MINECRAWLER	C_NPC.NAME	C_NPC.NAME	Молодой ползун	Młody pełzacz
25287	2192	142923	MST_DEFAULT_UNTERWELTCRAWLERKAP6	C_NPC.NAME	C_NPC.NAME	Демонический подземный ползун	Demoniczny podziemny pełzacz
25301	2194	142964	MST_DEFAULT_UNTERWELTMINECRAWLERWARRIORKAP6	C_NPC.NAME	C_NPC.NAME	Демонический подземный ползун-воин	Demoniczny podziemny pełzacz wojownik
25306	2195	142990	MOLERAT_ICE	C_NPC.NAME	C_NPC.NAME	Снежный кротокрыс	Śnieżny kretoszczur
25308	2195	142992	MST_DEFAULT_ADARMOSMOLERAT	C_NPC.NAME	C_NPC.NAME	Серый кротокрыс	Szary kretoszczur
25317	2195	143022	ZUFALLS_MOLERAT_ANFANG	C_NPC.NAME	C_NPC.NAME	Кротокрыс - сюрприз	Kretoszczur - niespodzianka
25384	2198	143180	ZUFALLS_SCAVENGER_ANFANG	C_NPC.NAME	C_NPC.NAME	Кровавый падальщик	Krwawy ścierwojad
25385	2198	143181	MST_DEFAULT_MOUNTAIN_SCAVENGER	C_NPC.NAME	C_NPC.NAME	Горный падальщик	Górski ścierwojad
25386	2198	143185	MST_DEFAULT_MOUNTAIN_OLDSCAVENGER	C_NPC.NAME	C_NPC.NAME	Старый падальщик	Stary ścierwojad
25403	2200	143253	SHADOWBEAST_ARMOR	C_NPC.NAME	C_NPC.NAME	Бронированный мракорис	Opancerzony mroczny rycerz
25404	2200	143254	SHADOWBEAST_DARK	C_NPC.NAME	C_NPC.NAME	Пещерный мракорис	Jaskiniowy cieniostwór
25405	2200	143255	SHADOWBEAST_HARD	C_NPC.NAME	C_NPC.NAME	Матерый мракорис	Dorosły cieniostwór
25406	2200	143256	SHADOWBEAST_MAGIC	C_NPC.NAME	C_NPC.NAME	Магический мракорис	Magiczny cieniostwór
25407	2200	143260	YSHADOWBEAST	C_NPC.NAME	C_NPC.NAME	Молодой мракорис	Młody cieniostwór
25408	2200	143261	SHADOWBEAST_BOSS	C_NPC.NAME	C_NPC.NAME	Мракорис альбинос	Cieniostwór-albinos
25409	2200	143262	MST_DEFAULT_TARROK	C_NPC.NAME	C_NPC.NAME	Таррок	Tarrok
25417	2201	143280	SHADOWBEAST_BOSS_HARD	C_NPC.NAME	C_NPC.NAME	Скелет альбиноса	Szkielet-albinos
25422	2202	143321	HURT_SHEEP	C_NPC.NAME	C_NPC.NAME	Раненная овца	Ranna owca
25480	2203	143499	MST_DEFAULT_DUNGEON_SKELETON	C_NPC.NAME	C_NPC.NAME	Скелет защитник	Szkielet-obrońca
25485	2203	143509	SARKERAS_SKELETON	C_NPC.NAME	C_NPC.NAME	Малый скелет	Mały szkielet
25486	2203	143510	MST_SKELETON_WARRIOR	C_NPC.NAME	C_NPC.NAME	Скелет-воин	Szkielet-wojownik
25487	2203	143511	MST_SKELETON_WARRIOR_DARK	C_NPC.NAME	C_NPC.NAME	Демонический скелет-воин	Demoniczny szkielet-wojownik
25500	2204	143538	SKELETON_LORD_MAYA	C_NPC.NAME	C_NPC.NAME	Древний воин зодчих	Starożytny wojownik budowniczych
25503	2204	143541	SKELETON_LORD_CRYPTE	C_NPC.NAME	C_NPC.NAME	Скелет воин	Szkielet wojownika
25504	2204	143542	WAECHTERSKEL_01	C_NPC.NAME	C_NPC.NAME	Проклятый древний	Przeklęty starożytny
25505	2204	143545	WAECHTERSKEL_02	C_NPC.NAME	C_NPC.NAME	Проклятый древний	Przeklęty starożytny
25506	2204	143548	WAECHTERSKEL_03	C_NPC.NAME	C_NPC.NAME	Проклятый древний	Przeklęty starożytny
25509	2205	143555	SOUL_GHOST_NOINV	C_NPC.NAME	C_NPC.NAME	Душа	Dusza
25523	2209	143826	GRIMBALD_SNAPPER1	C_NPC.NAME	C_NPC.NAME	Стайный снеппер	Przeklęty starożytny
25524	2209	143827	GRIMBALD_SNAPPER2	C_NPC.NAME	C_NPC.NAME	Стайный снеппер	Przeklęty starożytny
25525	2209	143828	GRIMBALD_SNAPPER3	C_NPC.NAME	C_NPC.NAME	Стайный снеппер	Przeklęty starożytny
25546	2209	143849	ZUFALLS_SNAPPER	C_NPC.NAME	C_NPC.NAME	Тропический снеппер	Tropikalny zębacz
25578	2211	143952	YSANDWURM_NATURWORLD	C_NPC.NAME	C_NPC.NAME	Молодой песчаный червь	Młody piaskowy robak
25579	2211	143953	LINDWURM	C_NPC.NAME	C_NPC.NAME	Линд червь	Czerw
25580	2211	143957	MST_DEFAULT_WAECHTER	C_NPC.NAME	C_NPC.NAME	Шестирукий страж	Sześcioręki strażnik
25581	2211	143961	MST_DEFAULT_SUMPFLAUFER	C_NPC.NAME	C_NPC.NAME	Клыкач-бегунок	Bagienny biegacz
25597	2214	144001	SCHILDKROETE_V1	C_NPC.NAME	C_NPC.NAME	Тропическая черепаха	Żółw tropikalny
25632	2217	144072	BLACKWOLF_BOSS	C_NPC.NAME	C_NPC.NAME	Вожак стаи	Przywódca stada
25633	2217	144073	BLACKWOLF_BOSS_HARD	C_NPC.NAME	C_NPC.NAME	Вожак стаи	Przywódca stada
25668	2219	144171	ZUFALLS_WOLF	C_NPC.NAME	C_NPC.NAME	Светлый волк	Jasny wilk
25669	2219	144172	ZUFALLS_WOLF2	C_NPC.NAME	C_NPC.NAME	Светлый волк	Jasny wilk
25670	2219	144173	ZUFALLS_WOLF3	C_NPC.NAME	C_NPC.NAME	Светлый волк	Jasny wilk
25671	2219	144174	ZUFALLS_WOLF4	C_NPC.NAME	C_NPC.NAME	Светлый волк	Jasny wilk
25756	2220	144383	RAVENZOMBIE	C_NPC.NAME	C_NPC.NAME	Зомби Бладвина	Zombie Bloodwina
25757	2220	144405	MST_DEFAULT_ZOMBIE_OC	C_NPC.NAME	C_NPC.NAME	Болотный зомби-защитник	Bagienny zombie-strażnik
26043	2228	144821	UNDEADORCSHAMAN_PRIEST	C_NPC.NAME	C_NPC.NAME	Первосвященник	Arcykapłan
26056	2344	144999	DIA_PRETRADE	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	(заплатить торговый налог для пополнения товара)	(zapłać podatek handlowy, aby uzupełnić towary)
26057	-1	39540	DIA_PRETRADE_INFO	"AI_OUTPUT(OTHER,SELF,""DIA_preTRADE_15_00"")"	SUBTITLE	У тебя есть новые товары?	Masz jakieś nowe towary?
26058	-1	39540	DIA_PRETRADE_INFO	"AI_OUTPUT(SELF,OTHER,""DIA_preTRADE_09_01"")"	SUBTITLE	Недавно появились. Если заплатишь торговый налог - быстрее обновлю товар.	Niedawno się pojawiły. Jeśli zapłacisz podatek handlowy - szybciej uzupełnię towar.
26059	2344	145002	DIA_PRETRADE_INFO	CONCATSTRINGS.PAR0	INFO_ADDCHOICE.PAR1	Заплатить	Zapłać 
26060	2344	145003	DIA_PRETRADE_INFO	CONCATSTRINGS.PAR1	INFO_ADDCHOICE.PAR1	золотых.	 sztuk złota.
26061	2344	145004	DIA_PRETRADE_INFO	PRINT.PAR0	PRINT.PAR0	Распакуйте кошельки для оплаты наличными	Otwórz mieszki ze złotem, by zapłacić
26073	2353	145541	B_GIVEDEATHKARMA	PRINTUP._TEXT_	PRINTSCREEN.PAR0	Белиара забавляет ваш энтузиазм.	Beliara bawi twój entuzjazm.
26074	2353	145542	B_GIVEDEATHKARMA	PRINTUP._TEXT_	PRINTSCREEN.PAR0	Белиара забавляет ваш энтузиазм.	Beliara bawi twój entuzjazm.
26075	2353	145543	B_GIVEDEATHKARMA	PRINTUP._TEXT_	PRINTSCREEN.PAR0	Душа обрела покой.	Dusza zaznała spokoju.
26076	2354	145545	B_CHECKDEADNPCS_AW_ZEN	B_SUCCESSMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Полагаю, что теперь Сеньян никому не сможет рассказать мою тайну. Оно и к лучшему!	Zakładam, że teraz Senyan nikomu nie zdradzi mojego sekretu. Tak będzie najlepiej!
26077	2354	145546	B_CHECKDEADNPCS_AW_ZEN	B_FAILMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Сеньян мертв и наше с ним сотрудничество безвременнно подошло к концу. Кто-то слишком поторопился его убрать...	Senyan nie żyje i nasza współpraca przedwcześnie dobiegła końca. Ktoś zbytnio się pospieszył, by się go pozbyć...
26078	2354	145547	B_CHECKDEADNPCS_AW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Осталось обрадовать Скипа...	Pozostaje tylko przekazać dobre wieści Skipowi...
26079	2354	145548	B_CHECKDEADNPCS_AW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Стоит внимательно осмотреть брюхо сытого болотожора.	Warto dokładnie przeszukać brzuch tego najedzonego węża błotnego.
26080	2354	145549	B_CHECKDEADNPCS_AW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я убил верховного шамана орды - Варраг-Шатана.	Zabiłem najwyższego szamana hordy - Varrag-Shatana.
26081	2354	145550	B_CHECKDEADNPCS_AW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я убил верховного шамана орды - Варраг-Казорга.	Zabiłem najwyższego szamana hordy - Varrag-Kazorga.
26082	2354	145551	B_CHECKDEADNPCS_AW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я убил верховного шамана орды - Варраг-Хашора в храме целителей.	Zabiłem najwyższego szamana hordy - Varrag-Hashora w świątyni uzdrowicieli.
26083	2354	145552	B_CHECKDEADNPCS_AW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я убил верховного шамана орды - Варраг-Назула в лагере бандитов.	Zabiłem najwyższego szamana hordy - Varrag-Nazula w obozie bandytów.
26084	2354	145553	B_CHECKDEADNPCS_AW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я убил верховного шамана орды - Варраг-Хаташа возле храма ученых.	Zabiłem najwyższego szamana hordy - Varrag-Khatasha w pobliżu świątyni uczonych.
26085	2354	145554	B_CHECKDEADNPCS_AW_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я убил одного из клана предводителей орды - Ур-Катана.	Zabiłem jednego z przywódców klanu hordy - Ur-Katana.
26086	2354	145562	B_CHECKDEADNPCS_AW_ZEN	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Сюда вам рано!	Jeszcze za wcześnie, by tu wejść!
26087	2354	145563	B_CHECKDEADNPCS_AW_ZEN	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Поговорите с двумя охранниками.	Porozmawiaj z dwoma strażnikami.
26088	2355	145568	B_CHECKDEADNPCS_DES_ZEN	CONCATSTRINGS.PAR0	PRINTSCREEN.PAR0	Убито пустынных разбойников:	Zabito pustynnych bandytów: 
26089	2355	145569	B_CHECKDEADNPCS_DES_ZEN	CONCATSTRINGS.PAR1	PRINTSCREEN.PAR0	из 7	 z 7
26090	2355	145570	B_CHECKDEADNPCS_DES_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Мне удалось позаботиться о безопасности паладинов. Нужно их обрадовать.	Udało mi się zadbać o bezpieczeństwo paladynów. Trzeba przekazać im dobre wieści.
26091	2356	145584	B_CHECKDEADNPCS_DI_ZEN	CONCATSTRINGS.PAR0	PRINTSCREEN.PAR0	Убито Ищущих:	Zabito Poszukiwaczy: 
26092	2356	145585	B_CHECKDEADNPCS_DI_ZEN	CONCATSTRINGS.PAR1	PRINTSCREEN.PAR0	из 7	 z 7
26093	2356	145587	B_CHECKDEADNPCS_DI_ZEN	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Мне чудом удалось избежать смерти от лап демонов, призваных Хранителем Даготом... Теперь надо решить, что делать дальше. У кого просить совета?!	Cudem uniknąłem śmierci ze szponów demonów wezwanych przez Strażnika Dagotha... Teraz muszę zdecydować, co robić dalej. Kogo prosić o radę?!
26094	2356	145588	B_CHECKDEADNPCS_DI_ZEN	B_SUCCESSMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Я убил Педро! Серпентес будет доволен.	Zabiłem Pedra! Serpentes będzie zadowolony.
26095	2356	145589	B_CHECKDEADNPCS_DI_ZEN	B_SUCCESSMISSION.LASTNODE	LOG_ADDENTRY.PAR1	Педро мертв и теперь уже не важно - как это случилось!	Pedro nie żyje i teraz nie ma już znaczenia, jak to się stało!
26096	2357	145590	B_CHECKDEADNPCS_DW_ZEN	CONCATSTRINGS.PAR0	PRINTSCREEN.PAR0	Убито кротокрысов:	Zabito kretoszczury: 
26097	2357	145591	B_CHECKDEADNPCS_DW_ZEN	CONCATSTRINGS.PAR1	PRINTSCREEN.PAR0	из 15	 z 15
26098	2357	145592	B_CHECKDEADNPCS_DW_ZEN	CONCATSTRINGS.PAR0	PRINTSCREEN.PAR0	Убито кроликов:	Zabito króliki: 
26099	2357	145593	B_CHECKDEADNPCS_DW_ZEN	CONCATSTRINGS.PAR1	PRINTSCREEN.PAR0	из 7	 z 7
26100	2357	145594	B_CHECKDEADNPCS_DW_ZEN	CONCATSTRINGS.PAR0	PRINTSCREEN.PAR0	Убито медоедов:	Zabito borsuki: 
26101	2357	145595	B_CHECKDEADNPCS_DW_ZEN	CONCATSTRINGS.PAR1	PRINTSCREEN.PAR0	из 7	 z 7
